NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CCL3L3	34	1.395564079284668	0.07252495	Yes	
row_1	CCL4L2	37	1.3807228803634644	0.1467722	Yes	
row_2	S100A8	95	0.9211976528167725	0.19192159	Yes	
row_3	PF4	116	0.8482935428619385	0.23605843	Yes	
row_4	S100A9	168	0.6847633123397827	0.26893964	Yes	
row_5	LGALS3	207	0.6079435348510742	0.2987058	Yes	
row_6	PPBP	239	0.5558528304100037	0.32621652	Yes	
row_7	PPIA	259	0.5121912360191345	0.35232016	Yes	
row_8	S100A12	497	0.2978404462337494	0.34969124	Yes	
row_9	CXCL5	609	0.24276462197303772	0.354025	Yes	
row_10	FCER1G	991	0.1386440098285675	0.33146793	No	
row_11	BSG	1179	0.10881040245294571	0.3225932	No	
row_12	PPIB	1261	0.09466276317834854	0.32131043	No	
row_13	ANXA1	1323	0.08399487286806107	0.3210291	No	
row_14	CCL4	1962	0.015229202806949615	0.27156603	No	
row_15	PF4V1	1966	0.01506933942437172	0.27214164	No	
row_16	CCL5	2112	0.0042312792502343655	0.26094154	No	
row_17	PDE4B	3090	-0.06588941067457199	0.18749033	No	
row_18	ITGB2	3730	-0.11323830485343933	0.14323	No	
row_19	CXCL1	3904	-0.12635768949985504	0.13640428	No	
row_20	CXCR1	6845	-0.3969089388847351	-0.073921956	No	
row_21	SRP54	7009	-0.4161441922187805	-0.06434342	No	
row_22	SYK	8267	-0.6012657284736633	-0.13101219	No	
row_23	CKLF	8405	-0.6241646409034729	-0.10817459	No	
row_24	PIP5K1C	8963	-0.7337406277656555	-0.11253427	No	
row_25	PIK3CD	9286	-0.8055618405342102	-0.09450218	No	
row_26	CXCR2	9526	-0.8643507361412048	-0.06676044	No	
row_27	PIK3CG	9704	-0.9106823205947876	-0.031635463	No	
row_28	NCKAP1L	10527	-1.1751723289489746	-0.033092994	No	
row_29	PIKFYVE	10909	-1.3260958194732666	0.008339752	No	
row_30	GBF1	12392	-2.489536762237549	0.025693506	No	
